Row.ID,Order.ID,Customer.Name,Order.Date,Order.Priority,Order.Quantity,Sales,Discount,Ship.Mode,Profit,Unit.Price,Shipping.Cost,Region,Customer.Segment,Product.Category,Product.Container,Product.Base.Margin,Ship.Date,Return.Status
301,52386,Susan Vittorini,05-01-2009,High,6,700.73,0.08,Delivery Truck,-188.58,120.97,26.3,Northwest Territories,Home Office,Technology,Jumbo Drum,0.38,07-01-2009,0
302,52807,Andrew Gjertsen,25-11-2010,Medium,28,667.55,0,Regular Air,204.74,21.98,2.87,Northwest Territories,Consumer,Office Supplies,Small Pack,0.55,27-11-2010,0
303,52929,Muhammed MacIntyre,08-04-2011,High,43,701.46,0.04,Express Air,-90.14,15.99,9.4,Northwest Territories,Small Business,Technology,Small Box,0.49,09-04-2011,0
304,52964,Jim Radford,31-03-2010,Critical,44,5735.79,0.08,Regular Air,828.27,136.98,24.49,Northwest Territories,Corporate,Furniture,Large Box,0.59,01-04-2010,0
305,53156,Bryan Davis,10-03-2012,Not Specified,47,186.93,0.07,Regular Air,56.44,4.13,0.99,Northwest Territories,Corporate,Office Supplies,Small Box,0.39,11-03-2012,0
306,53511,Anthony Johnson,20-02-2009,Medium,41,241.1,0.07,Regular Air,-243.24,5.81,8.49,Northwest Territories,Small Business,Office Supplies,Small Box,0.39,22-02-2009,0
307,53797,Doug Bickford,01-10-2009,Critical,10,623.71,0.01,Delivery Truck,-213.32,58.14,36.61,Northwest Territories,Small Business,Furniture,Jumbo Box,0.61,01-10-2009,0
308,53990,Carlos Daly,01-11-2012,Not Specified,44,4263.9315,0.04,Regular Air,1411.03,110.99,2.5,Northwest Territories,Corporate,Technology,Small Box,0.57,02-11-2012,0
309,54083,Don Miller,21-07-2011,High,10,2700.41,0.08,Delivery Truck,258.01,279.81,23.19,Northwest Territories,Home Office,Office Supplies,Jumbo Drum,0.59,23-07-2011,0
310,54274,Don Jones,23-11-2010,Not Specified,20,1583.06,0.05,Regular Air,328,78.65,13.99,Northwest Territories,Corporate,Office Supplies,Medium Box,0.52,25-11-2010,0
311,54276,Chad Cunningham,06-02-2010,Not Specified,21,756.6,0,Regular Air,299.59,35.44,4.92,Northwest Territories,Small Business,Office Supplies,Small Box,0.38,07-02-2010,0
312,54528,Ralph Arnett,04-01-2011,Medium,17,207.19,0.01,Regular Air,-85.91,11.66,8.99,Northwest Territories,Consumer,Office Supplies,Small Pack,0.59,06-01-2011,0
313,54567,Nicole Hansen,02-08-2009,Medium,31,196.74,0.09,Regular Air,-61.59,6.28,5.41,Northwest Territories,Small Business,Furniture,Small Box,0.53,04-08-2009,0
314,54628,Fred Wasserman,05-06-2010,High,21,471.24,0.07,Regular Air,115.54,22.98,1.99,Northwest Territories,Home Office,Technology,Small Pack,0.46,06-06-2010,0
315,55298,Bryan Mills,02-08-2009,Critical,1,368.66,0.01,Delivery Truck,-165.6,300.98,64.73,Northwest Territories,Corporate,Furniture,Jumbo Drum,0.56,03-08-2009,0
316,55363,Ralph Arnett,28-12-2010,High,14,2232.06,0.03,Regular Air,542.16,155.06,7.07,Northwest Territories,Consumer,Office Supplies,Small Box,0.59,30-12-2010,0
317,55366,Doug Bickford,10-10-2012,Critical,7,387.17,0.1,Regular Air,-204.65,55.94,6.55,Northwest Territories,Corporate,Technology,Small Box,0.68,11-10-2012,0
318,55715,Eugene Barchas,02-04-2011,Critical,28,168.57,0.02,Express Air,16.65,5.28,2.99,Northwest Territories,Corporate,Office Supplies,Small Box,0.37,04-04-2011,0
319,55875,Brad Eason,25-11-2009,Critical,50,413.86,0,Regular Air,39.29,7.59,4,Northwest Territories,Small Business,Furniture,Wrap Bag,0.42,28-11-2009,0
320,56453,Dorothy Wardle,11-04-2012,Critical,1,2728.65,0,Delivery Truck,-5572.39,2550.14,29.7,Northwest Territories,Corporate,Technology,Jumbo Drum,0.57,12-04-2012,0
321,57127,Ralph Knight,16-02-2010,Low,13,735.54,0,Regular Air,171.82,55.48,14.3,Northwest Territories,Consumer,Office Supplies,Small Box,0.37,18-02-2010,0
322,57344,Sylvia Foulston,24-09-2010,High,47,1060.0605,0.1,Regular Air,-71.03,28.99,8.59,Northwest Territories,Corporate,Technology,Medium Box,0.56,26-09-2010,0
323,57509,Neola Schneider,21-02-2009,Low,39,199.39,0.1,Express Air,101.13,4.91,0.5,Northwest Territories,Home Office,Office Supplies,Small Box,0.36,21-02-2009,0
324,57600,Grant Carroll,11-11-2012,Critical,32,1882.12,0.05,Regular Air,584.15,59.78,10.29,Northwest Territories,Small Business,Office Supplies,Small Box,0.39,13-11-2012,1
325,58055,Julia West,27-10-2011,Critical,26,208.6,0,Regular Air,-56.45,7.38,5.21,Atlantic,Consumer,Furniture,Small Box,0.56,29-10-2011,0
326,58144,Muhammed MacIntyre,16-12-2009,Low,29,778.38,0.01,Regular Air,257.32,26.38,5.86,Atlantic,Small Business,Office Supplies,Small Box,0.39,23-12-2009,0
327,58150,Susan Vittorini,07-05-2010,Critical,24,60.36,0.03,Regular Air,-119.62,2.16,6.05,Atlantic,Corporate,Office Supplies,Small Box,0.37,07-05-2010,0
328,58340,Sylvia Foulston,08-01-2011,Medium,36,1936.3,0.03,Regular Air,278.12,50.98,13.66,Atlantic,Corporate,Office Supplies,Small Box,0.58,09-01-2011,0
329,58368,Doug Bickford,09-07-2012,High,4,14.23,0,Regular Air,-4.43,2.08,5.33,Atlantic,Corporate,Furniture,Small Box,0.43,11-07-2012,1
330,58434,Dorothy Badders,09-03-2009,High,42,843.53,0.04,Regular Air,268.32,19.23,6.15,Atlantic,Home Office,Furniture,Small Pack,0.44,10-03-2009,0
331,58626,Henry Goldwyn,30-12-2011,High,23,6641.14,0.05,Delivery Truck,673.77,300.98,64.73,Atlantic,Small Business,Furniture,Jumbo Drum,0.56,01-01-2012,0
332,58688,Grant Carroll,29-03-2009,Not Specified,18,215.93,0.08,Regular Air,-41.87,11.97,5.81,Atlantic,Small Business,Office Supplies,Small Pack,0.6,31-03-2009,1
333,59045,Chad Cunningham,13-02-2011,Critical,30,140.24,0.05,Regular Air,32.87,4.55,1.49,Atlantic,Small Business,Office Supplies,Small Box,0.35,15-02-2011,0
334,59047,Beth Thompson,28-01-2011,Not Specified,10,266.94,0.09,Regular Air,19.2,28.48,1.99,Atlantic,Corporate,Technology,Small Pack,0.4,28-01-2011,1
335,59202,Andrew Gjertsen,08-09-2012,Medium,7,83.81,0.09,Regular Air,21.92,12.53,0.5,Atlantic,Consumer,Office Supplies,Small Box,0.38,08-09-2012,0
336,59207,Sylvia Foulston,18-05-2009,Critical,42,9502.736,0.02,Delivery Truck,-945.56,280.98,81.98,Atlantic,Corporate,Furniture,Jumbo Box,0.78,18-05-2009,0
337,59234,Michelle Lonsdale,29-07-2012,Low,32,5686.25,0.04,Regular Air,2109.21,177.98,0.99,Atlantic,Corporate,Office Supplies,Small Box,0.56,02-08-2012,0
338,59395,Cari Schnelling,22-04-2012,Critical,20,963.3,0.06,Express Air,367.12,48.04,7.23,Atlantic,Small Business,Office Supplies,Small Box,0.37,24-04-2012,0
339,59558,Henry Goldwyn,16-07-2012,Not Specified,34,94.56,0,Regular Air,37.73,2.61,0.5,Atlantic,Small Business,Office Supplies,Small Box,0.39,19-07-2012,0
340,59585,Edward Hooks,22-09-2012,High,45,712.04,0.07,Regular Air,-110.93,15.99,9.4,Atlantic,Consumer,Technology,Small Box,0.49,23-09-2012,1
341,59651,Brendan Dodson,20-05-2010,Critical,36,283.21,0.08,Regular Air,-196.06,8.04,8.94,Atlantic,Corporate,Office Supplies,Small Box,0.4,22-05-2010,0
342,645,Harold Engle,02-12-2009,High,42,557.85,0.05,Regular Air,89.45,12.95,4.98,Atlantic,Consumer,Office Supplies,Small Box,0.4,04-12-2009,0
343,769,Roy French,01-06-2010,Medium,37,4261.94,0.02,Delivery Truck,4.15,115.99,56.14,Atlantic,Consumer,Technology,Jumbo Drum,0.4,02-06-2010,0
344,773,Helen Abelman,25-09-2010,Medium,38,2071.3395,0.06,Regular Air,324.93,65.99,8.99,Atlantic,Home Office,Technology,Small Box,0.56,26-09-2010,0
345,1187,Guy Armstrong,19-11-2012,Medium,14,222.91,0.05,Regular Air,20.21,15.98,4,Atlantic,Corporate,Technology,Small Box,0.37,20-11-2012,0
346,2339,Jennifer Braxton,14-12-2010,Low,12,1634.98,0.09,Regular Air,-120.45,140.85,19.99,Atlantic,Small Business,Office Supplies,Small Box,0.73,16-12-2010,0
347,3521,Giulietta Baptist,25-10-2012,Low,50,204.11,0.06,Regular Air,28.71,4.28,0.94,Atlantic,Home Office,Office Supplies,Wrap Bag,0.56,27-10-2012,0
348,4007,Jack Lebron,17-06-2010,High,18,1038.4,0.01,Regular Air,112.36,56.96,13.22,Atlantic,Corporate,Office Supplies,Small Box,0.56,18-06-2010,0
349,4416,Erica Bern,29-06-2012,Low,46,7441.29,0.1,Regular Air,2665.4,165.98,19.99,Atlantic,Corporate,Office Supplies,Small Box,0.4,03-07-2012,0
350,4454,Erica Bern,01-02-2009,Low,17,55.45,0.01,Regular Air,21.42,3.08,0.5,Atlantic,Corporate,Office Supplies,Small Box,0.37,06-02-2009,0
351,5153,Helen Abelman,25-08-2011,Critical,37,4896.93,0.04,Express Air,1467.82,128.24,12.65,Atlantic,Home Office,Furniture,Medium Box,0.4,27-08-2011,0
352,5446,Guy Armstrong,20-06-2009,Low,42,433.68,0.07,Regular Air,44.1,10.98,4.8,Atlantic,Corporate,Office Supplies,Small Box,0.36,27-06-2009,0
353,8131,Helen Abelman,03-05-2010,Critical,24,717.29,0.01,Regular Air,191.29,29.89,1.99,Atlantic,Home Office,Technology,Small Pack,0.5,03-05-2010,0
354,8994,Christopher Schild,07-04-2009,Low,36,1423.35,0.1,Regular Air,-580.32,40.48,19.99,Atlantic,Corporate,Technology,Small Box,0.77,09-04-2009,0
355,9027,Roy French,02-09-2011,Low,30,932.892,0.05,Regular Air,458.98,35.99,0.99,Atlantic,Consumer,Technology,Small Pack,0.35,11-09-2011,1
356,9216,Roy French,14-04-2011,Medium,36,5977.63,0.1,Delivery Truck,-86.68,180.98,55.24,Atlantic,Consumer,Office Supplies,Jumbo Drum,0.57,16-04-2011,0
357,9537,Jennifer Braxton,13-02-2011,Not Specified,6,906.02,0.1,Delivery Truck,-382.38,150.98,66.27,Atlantic,Small Business,Furniture,Jumbo Box,0.65,15-02-2011,0
358,9574,Joy Smith,30-07-2011,Medium,40,434.62,0.08,Regular Air,-68.98,11.5,7.19,Atlantic,Corporate,Office Supplies,Small Box,0.4,31-07-2011,1
359,10435,Evan Minnotte,10-08-2010,Medium,38,871.25,0.06,Regular Air,-14.31,22.99,8.99,Atlantic,Corporate,Office Supplies,Small Pack,0.57,12-08-2010,0
360,10851,Jenna Caffey,06-04-2009,High,50,608.21,0.09,Regular Air,-175.13,12.88,4.59,Atlantic,Consumer,Office Supplies,Wrap Bag,0.82,06-04-2009,0
361,10852,Harold Engle,26-10-2010,High,17,285.84,0.02,Regular Air,-27.26,15.28,10.91,Atlantic,Home Office,Office Supplies,Small Box,0.36,28-10-2010,0
362,11269,Harold Engle,26-05-2012,Low,39,2083.0525,0.09,Express Air,354.96,65.99,5.99,Atlantic,Home Office,Technology,Small Box,0.58,30-05-2012,0
363,11362,Hilary Holden,10-09-2012,Low,32,3245.73,0.09,Regular Air,569.57,110.98,13.99,Atlantic,Corporate,Furniture,Medium Box,0.69,12-09-2012,0
364,11968,Christopher Schild,16-03-2011,Low,31,109.49,0.04,Regular Air,26.09,3.38,0.85,Atlantic,Corporate,Office Supplies,Wrap Bag,0.48,16-03-2011,0
365,12293,Harold Engle,18-06-2011,High,31,283.17,0,Regular Air,119.64,8.74,1.39,Atlantic,Home Office,Office Supplies,Small Box,0.38,19-06-2011,0
366,12773,Greg Guthrie,11-01-2011,Low,6,17,0.07,Regular Air,-4.61,2.78,1.49,Atlantic,Corporate,Office Supplies,Small Box,0.39,13-01-2011,0
367,12934,Guy Armstrong,05-03-2009,Not Specified,45,440.39,0.05,Regular Air,186.64,9.78,1.39,Atlantic,Corporate,Office Supplies,Small Box,0.39,06-03-2009,0
368,13120,Joy Smith,14-12-2009,Low,46,590.43,0.09,Regular Air,82.59,12.95,4.98,Atlantic,Consumer,Office Supplies,Small Box,0.4,21-12-2009,0
369,13604,Erica Bern,02-02-2009,Not Specified,38,3152.75,0.04,Regular Air,1166.4,83.1,6.13,Atlantic,Corporate,Technology,Small Box,0.45,04-02-2009,0
370,13927,Dan Reichenbach,26-08-2009,Low,26,188.05,0.04,Express Air,-21.41,6.48,5.16,Atlantic,Corporate,Office Supplies,Small Box,0.37,02-09-2009,0
371,15044,Erica Bern,06-03-2012,Low,42,1681.6,0.07,Regular Air,167.37,39.99,10.25,Atlantic,Corporate,Technology,Small Box,0.55,10-03-2012,0
372,15139,Guy Armstrong,19-11-2009,High,17,5203.9,0.07,Delivery Truck,636.2,300.98,64.73,Atlantic,Corporate,Furniture,Jumbo Drum,0.56,21-11-2009,0
373,15463,Evan Minnotte,24-07-2010,Low,48,293.3,0.04,Express Air,-193.48,5.98,7.5,Atlantic,Corporate,Office Supplies,Small Box,0.4,26-07-2010,0
374,15618,Joy Smith,04-08-2010,Medium,9,50.93,0.06,Regular Air,-34.98,5.28,6.26,Atlantic,Consumer,Office Supplies,Small Box,0.4,07-08-2010,0
375,16100,Paul Gonzalez,07-03-2011,Medium,44,226.18,0.01,Regular Air,-115.54,4.82,5.72,Atlantic,Corporate,Furniture,Small Pack,0.47,08-03-2011,0
376,16320,Filia McAdams,20-10-2011,Not Specified,17,1856.9695,0,Regular Air,176.87,125.99,8.08,Atlantic,Small Business,Technology,Small Box,0.57,22-10-2011,0
377,16419,Joy Smith,04-08-2009,Not Specified,43,241.19,0.08,Regular Air,-103.65,5.78,5.67,Atlantic,Consumer,Office Supplies,Small Box,0.36,05-08-2009,0
378,17090,Greg Guthrie,28-04-2010,Low,30,4177.52,0.04,Delivery Truck,-443.78,140.98,36.09,Atlantic,Corporate,Furniture,Jumbo Box,0.77,30-04-2010,0
379,17315,Joy Smith,22-04-2009,Low,29,159.11,0.07,Regular Air,64.01,5.43,0.95,Atlantic,Consumer,Office Supplies,Wrap Bag,0.36,26-04-2009,0
380,17376,Joy Smith,04-12-2011,High,44,1127.81,0.1,Regular Air,425.08,28.48,1.99,Atlantic,Corporate,Technology,Small Pack,0.4,06-12-2011,0
381,18210,Greg Guthrie,06-08-2010,Not Specified,27,9293.82,0.08,Regular Air,2437.17,363.25,19.99,Atlantic,Small Business,Office Supplies,Small Box,0.57,07-08-2010,0
382,18273,Jack Lebron,15-09-2011,Low,18,925.03,0.06,Regular Air,-3.68,49.99,19.99,Atlantic,Corporate,Technology,Small Box,0.41,17-09-2011,0
383,18788,Joy Smith,02-10-2009,Not Specified,27,566.12,0.03,Regular Air,-19.33,19.99,11.17,Atlantic,Corporate,Furniture,Large Box,0.6,03-10-2009,0
384,19042,Evan Minnotte,01-03-2009,Critical,8,327.61,0.07,Regular Air,54.9,40.98,7.47,Atlantic,Corporate,Office Supplies,Small Box,0.37,02-03-2009,0
385,19073,Chuck Magee,24-06-2009,Not Specified,16,178.4,0.04,Regular Air,20.08,10.64,5.16,Atlantic,Corporate,Furniture,Small Box,0.57,25-06-2009,0
386,19365,Filia McAdams,16-01-2011,Medium,29,181.83,0.03,Regular Air,-43.36,5.98,5.2,Atlantic,Small Business,Office Supplies,Small Box,0.36,17-01-2011,0
387,19617,Jack Lebron,20-01-2012,Low,38,952.47,0.03,Regular Air,270.69,23.99,6.3,Atlantic,Corporate,Technology,Medium Box,0.38,22-01-2012,0
388,20033,Jack Lebron,21-05-2010,Critical,5,2543.95,0.04,Regular Air,-1011.32,499.99,24.49,Atlantic,Corporate,Technology,Large Box,0.36,23-05-2010,0
389,21223,Harold Engle,15-03-2012,Not Specified,3,317.95,0.1,Delivery Truck,-144.43,100.98,26.22,Atlantic,Consumer,Furniture,Jumbo Box,0.6,16-03-2012,0
390,21378,Jack Lebron,07-08-2011,Medium,34,937.04,0.08,Regular Air,391.6,28.53,1.49,Atlantic,Corporate,Office Supplies,Small Box,0.38,08-08-2011,0
391,21542,Frank Atkinson,21-05-2011,High,18,404.3,0.04,Regular Air,-27.34,21.38,8.99,Atlantic,Corporate,Office Supplies,Small Pack,0.59,22-05-2011,0
392,22656,Evan Minnotte,22-12-2010,Not Specified,10,309.3,0.05,Express Air,-77.89,30.98,6.5,Atlantic,Corporate,Technology,Small Box,0.64,24-12-2010,1
393,22695,Joy Smith,03-07-2009,Low,44,444.52,0.02,Regular Air,161.13,10.06,2.06,Atlantic,Consumer,Office Supplies,Wrap Bag,0.39,08-07-2009,0
394,23076,Dan Reichenbach,27-05-2009,Critical,50,742.21,0.03,Regular Air,122.21,14.2,5.3,Atlantic,Corporate,Furniture,Wrap Bag,0.46,28-05-2009,1
395,24067,Frank Atkinson,22-08-2012,High,19,120.56,0.07,Regular Air,-79.35,5.98,7.5,Atlantic,Corporate,Office Supplies,Small Box,0.4,23-08-2012,0
396,24388,Erica Bern,26-01-2011,Critical,15,8662.34,0,Delivery Truck,-704.66,549.99,49,Atlantic,Corporate,Technology,Jumbo Drum,0.35,27-01-2011,0
397,24451,Jack Lebron,03-12-2012,Critical,24,1689.97,0.06,Delivery Truck,-564.74,68.81,60,Atlantic,Corporate,Office Supplies,Jumbo Drum,0.41,04-12-2012,0
398,24806,Filia McAdams,06-09-2010,Not Specified,20,112.03,0.05,Regular Air,-57.99,5.18,5.74,Atlantic,Small Business,Office Supplies,Small Box,0.36,08-09-2010,0
399,24965,Jack Lebron,29-03-2011,Low,6,2528.49,0.07,Express Air,580.15,420.98,19.99,Atlantic,Corporate,Office Supplies,Small Box,0.35,03-04-2011,0
400,25154,Giulietta Baptist,20-08-2010,High,16,102.5,0.1,Regular Air,13.84,6.68,1.5,Atlantic,Home Office,Office Supplies,Wrap Bag,0.48,21-08-2010,0
401,25315,Joy Smith,02-12-2010,Low,36,7783.36,0.07,Express Air,3506.24,225.04,11.79,Atlantic,Consumer,Office Supplies,Medium Box,0.42,02-12-2010,0
402,25376,Greg Guthrie,26-03-2011,Critical,12,76.61,0.09,Regular Air,-31.83,6.28,5.29,Atlantic,Corporate,Furniture,Small Box,0.43,27-03-2011,0
403,26240,Carlos Soltero,19-12-2009,Critical,38,1483.44,0.04,Regular Air,439.77,39.48,1.99,Atlantic,Consumer,Technology,Small Pack,0.54,22-12-2009,1
404,26791,Harold Engle,29-04-2011,Low,45,500.48,0.08,Regular Air,-48.2,11.29,5.03,Atlantic,Home Office,Office Supplies,Small Box,0.59,06-05-2011,0
405,28836,Erica Bern,24-10-2010,High,50,8221.2935,0.06,Regular Air,2342.21,195.99,4.2,Atlantic,Corporate,Technology,Small Box,0.6,25-10-2010,0
406,28995,Hilary Holden,12-05-2010,High,9,298.52,0,Regular Air,73.19,30.98,5.76,Atlantic,Corporate,Office Supplies,Small Box,0.4,13-05-2010,0
407,29121,Jack Lebron,11-04-2010,Medium,31,3206.965,0.08,Regular Air,575.33,125.99,7.69,Atlantic,Corporate,Technology,Small Box,0.58,13-04-2010,0
408,29319,Filia McAdams,24-01-2009,Low,30,6654.39,0.1,Regular Air,1151.69,238.4,24.49,Atlantic,Small Business,Furniture,Large Box,0.36,26-01-2009,0
409,29382,Greg Guthrie,17-11-2010,High,42,239.35,0.05,Regular Air,78.96,5.68,1.39,Atlantic,Small Business,Office Supplies,Small Box,0.38,20-11-2010,0
410,29445,Harold Engle,29-09-2010,High,28,2531.35,0.09,Delivery Truck,415.55,90.97,28,Atlantic,Consumer,Technology,Jumbo Drum,0.38,01-10-2010,0
411,29762,Philip Brown,03-08-2010,Critical,15,22.45,0.03,Regular Air,0.78,1.48,0.7,Atlantic,Home Office,Office Supplies,Wrap Bag,0.37,05-08-2010,0
412,30048,Helen Abelman,13-06-2011,Medium,44,7765.13,0.06,Delivery Truck,433.63,180.98,55.24,Atlantic,Home Office,Office Supplies,Jumbo Drum,0.57,15-06-2011,0
413,30243,Hilary Holden,05-05-2010,Critical,44,2435.32,0.09,Regular Air,650.56,60.22,3.5,Atlantic,Corporate,Office Supplies,Small Box,0.57,07-05-2010,0
414,30372,Christopher Schild,30-08-2010,High,1,14.4,0.1,Regular Air,-7.39,12.22,2.85,Atlantic,Corporate,Furniture,Small Pack,0.55,01-09-2010,0
415,30499,Carlos Soltero,30-10-2012,High,16,92.06,0.1,Regular Air,5.66,5.98,2.5,Atlantic,Consumer,Office Supplies,Small Box,0.36,01-11-2012,0
416,32199,Erica Bern,15-07-2009,High,40,196.5,0.08,Regular Air,-99.76,4.91,4.97,Atlantic,Corporate,Office Supplies,Small Box,0.38,16-07-2009,0
417,32327,Erica Bern,07-08-2012,Low,45,20333.816,0.02,Delivery Truck,-1430.45,550.98,147.12,Atlantic,Small Business,Furniture,Jumbo Box,0.8,14-08-2012,0
418,32676,Joy Smith,01-02-2009,Critical,37,1697.44,0.06,Regular Air,523.43,45.19,1.99,Atlantic,Corporate,Technology,Small Pack,0.55,04-02-2009,0
419,32835,Joy Smith,07-07-2012,Medium,15,572.4325,0.05,Regular Air,-19.44,45.99,4.99,Atlantic,Corporate,Technology,Small Box,0.56,09-07-2012,0
420,32869,Christopher Schild,27-03-2009,Medium,41,322.03,0.06,Regular Air,-82.83,8.12,2.83,Atlantic,Corporate,Technology,Small Pack,0.77,28-03-2009,0
421,33763,Evan Minnotte,23-09-2010,Not Specified,23,10791.38,0.08,Regular Air,-234.79,499.99,24.49,Atlantic,Corporate,Technology,Large Box,0.36,25-09-2010,0
422,34048,Christopher Schild,28-03-2011,Low,1,26.68,0.04,Regular Air,-10.74,22.23,3.63,Atlantic,Corporate,Furniture,Small Pack,0.52,30-03-2011,0
423,34275,Greg Guthrie,01-07-2009,Low,27,123.46,0.07,Regular Air,26.66,4.84,0.71,Atlantic,Small Business,Office Supplies,Wrap Bag,0.52,03-07-2009,0
424,34438,Harold Engle,11-12-2010,High,28,588.54,0.04,Regular Air,-30.72,20.15,8.99,Atlantic,Consumer,Office Supplies,Small Pack,0.58,12-12-2010,0
425,34880,Philip Brown,16-09-2009,High,44,284.38,0.04,Regular Air,-62.43,6.48,5.19,Atlantic,Home Office,Office Supplies,Small Box,0.37,17-09-2009,0
426,34978,Carlos Soltero,04-02-2011,High,49,165.51,0.08,Regular Air,-269.91,3.52,6.83,Atlantic,Consumer,Office Supplies,Small Box,0.38,06-02-2011,0
427,35141,Jennifer Braxton,11-09-2010,Medium,29,2046.81,0.02,Regular Air,469.28,67.28,19.99,Atlantic,Small Business,Office Supplies,Small Box,0.4,12-09-2010,0
428,35300,Dan Reichenbach,02-03-2010,Medium,10,28.81,0.02,Regular Air,7.15,2.89,0.49,Atlantic,Corporate,Office Supplies,Small Box,0.38,03-03-2010,0
429,35558,Carlos Soltero,15-09-2009,Critical,2,34.88,0.09,Regular Air,-22.12,13.79,8.78,Atlantic,Consumer,Furniture,Small Box,0.43,17-09-2009,0
430,36293,Carlos Soltero,30-12-2010,Medium,13,1272.83,0.04,Regular Air,250.47,100.98,7.18,Atlantic,Small Business,Technology,Small Box,0.4,10-01-2011,0
431,36516,Giulietta Baptist,25-07-2011,Medium,9,883.37,0.1,Regular Air,51.3,100.98,7.18,Atlantic,Home Office,Technology,Small Box,0.4,28-07-2011,0
432,36677,Jack Lebron,23-12-2009,Low,38,23255.61,0,Regular Air,-734.33,599.99,24.49,Atlantic,Corporate,Technology,Large Box,0.44,25-12-2009,0
433,37185,Guy Armstrong,31-10-2012,High,8,23.19,0.02,Regular Air,-13.27,2.6,2.4,Atlantic,Corporate,Office Supplies,Wrap Bag,0.58,01-11-2012,0
434,37888,Hilary Holden,22-12-2009,Critical,31,639.19,0.09,Regular Air,274.9,20.98,1.49,Atlantic,Corporate,Office Supplies,Small Box,0.35,24-12-2009,0
435,38310,Jack Lebron,14-04-2012,High,4,62.45,0.08,Regular Air,-141.76,3.48,49,Atlantic,Corporate,Office Supplies,Large Box,0.59,17-04-2012,0
436,40327,Erica Bern,13-05-2011,Medium,42,152.55,0.06,Regular Air,-20.27,3.69,2.5,Atlantic,Corporate,Office Supplies,Small Box,0.39,15-05-2011,0
437,40480,Harold Engle,07-12-2011,Critical,19,7608.88,0.06,Express Air,3049.45,420.98,19.99,Atlantic,Home Office,Office Supplies,Small Box,0.35,07-12-2011,0
438,40800,Jim Sink,04-12-2010,Not Specified,18,101.34,0.06,Regular Air,26.11,5.68,1.39,Atlantic,Corporate,Office Supplies,Small Box,0.38,06-12-2010,0
439,40835,Jennifer Braxton,24-11-2009,High,26,393.59,0.06,Regular Air,-8.08,15.01,8.4,Atlantic,Small Business,Office Supplies,Small Box,0.39,26-11-2009,0
440,40871,Joy Smith,13-09-2011,Not Specified,32,294.04,0.03,Regular Air,-5.53,8.85,5.6,Atlantic,Corporate,Office Supplies,Small Box,0.36,15-09-2011,0
441,41570,Harold Engle,03-12-2010,Not Specified,24,2289.92,0.09,Regular Air,1037.55,104.85,4.65,Atlantic,Consumer,Office Supplies,Small Box,0.37,05-12-2010,0
442,41991,Philip Brown,18-12-2011,Low,36,1773.86,0.06,Delivery Truck,133.3,50.98,14.19,Atlantic,Corporate,Furniture,Jumbo Drum,0.56,23-12-2011,0
443,42400,Giulietta Baptist,09-08-2012,Low,44,865.27,0.03,Regular Air,11.55,19.98,4,Atlantic,Home Office,Technology,Small Box,0.68,11-08-2012,0
444,42754,Paul Gonzalez,24-08-2010,Critical,31,341.71,0.04,Regular Air,32.19,10.98,5.14,Atlantic,Corporate,Office Supplies,Small Box,0.36,25-08-2010,0
445,42918,Logan Haushalter,22-05-2011,High,46,648.26,0.07,Regular Air,30.48,14.27,7.27,Atlantic,Corporate,Office Supplies,Small Box,0.38,24-05-2011,0
446,42944,Filia McAdams,18-11-2012,Critical,43,9750.55,0,Delivery Truck,1061.61,216.6,64.2,Atlantic,Small Business,Furniture,Jumbo Drum,0.59,19-11-2012,0
447,44037,Carlos Soltero,28-06-2012,High,39,835.55,0.07,Regular Air,326.43,22.23,5.08,Atlantic,Consumer,Furniture,Small Pack,0.41,30-06-2012,0
448,44387,Erica Bern,04-02-2009,Low,50,1441.57,0.07,Express Air,475.26,29.89,1.99,Atlantic,Corporate,Technology,Small Pack,0.5,09-02-2009,0
449,44576,Greg Guthrie,25-12-2009,Not Specified,38,5016.25,0.01,Delivery Truck,-189.35,124.49,51.94,Atlantic,Small Business,Furniture,Jumbo Box,0.63,26-12-2009,0
450,45601,Dan Reichenbach,26-09-2011,High,47,945.03,0,Regular Air,267.64,19.98,5.97,Atlantic,Corporate,Office Supplies,Small Box,0.38,28-09-2011,0
451,45606,Jim Sink,22-09-2011,Medium,38,325.75,0.1,Regular Air,-124.25,8.75,8.54,Atlantic,Corporate,Furniture,Small Pack,0.43,24-09-2011,0
452,46119,Carlos Soltero,15-02-2009,Critical,23,93.05,0.03,Regular Air,15.27,3.8,1.49,Atlantic,Consumer,Office Supplies,Small Box,0.38,17-02-2009,0
453,46756,Chuck Magee,11-10-2009,Medium,3,33.64,0.01,Regular Air,-22.45,7.28,11.15,Atlantic,Corporate,Office Supplies,Small Box,0.37,13-10-2009,0
454,47714,Philip Brown,10-03-2011,Medium,30,176.15,0.01,Regular Air,-125.36,5.53,6.98,Atlantic,Corporate,Office Supplies,Small Box,0.39,11-03-2011,0
455,47846,Hilary Holden,11-08-2012,High,5,66.43,0.01,Regular Air,-9.45,10.68,13.04,Atlantic,Corporate,Furniture,Large Box,0.6,13-08-2012,0
456,47876,Greg Guthrie,25-12-2009,High,8,365.22,0.04,Regular Air,58.08,46.89,5.1,Atlantic,Small Business,Office Supplies,Medium Box,0.46,27-12-2009,1
