Order.Quantity,Sales,Discount,Profit,Unit.Price,Shipping.Cost,Product.Base.Margin,Customer.Name,Customer.Segment,Product.Category,Region,Order.Priority,Ship.Mode,Product.Container,Days_to_Ship,Order_Quarter,Order_Month,Order_Weekday,Order_Day,Ship_Month,Ship_Weekday,Ship_Day,Order_Day_cat,Ship_Day_cat
32,2773.710000,0.020000,1097.250000,82.990000,5.500000,0.440000,Mike Caudle,Corporate,Technology,Ontario,Critical,Express Air,Small Box,2,2,4,6,15,4,1,17,15,17
5,83.300000,0.090000,-114.910000,20.990000,2.500000,0.810000,Cari MacIntyre,Corporate,Technology,Ontario,Medium,Regular Air,Wrap Bag,1,1,3,3,24,3,4,25,24,25
48,3005.740000,0.020000,1053.210000,59.980000,3.990000,0.570000,Alan Hwang,Corporate,Office Supplies,Ontario,Low,Express Air,Small Box,213,1,2,6,5,9,2,5,5,5
34,670.020000,0.070000,278.580000,20.980000,1.490000,0.350000,Dave Hallsten,Home Office,Office Supplies,Ontario,High,Regular Air,Small Box,61,2,4,1,12,6,6,12,12,12
24,523.560000,0.010000,43.870000,20.240000,8.990000,0.460000,Fred Hopkins,Home Office,Furniture,Ontario,Critical,Regular Air,Small Pack,61,2,4,5,10,6,3,10,10,10
43,112.630000,0.080000,-201.600000,2.660000,6.350000,0.360000,Jonathan Howell,Consumer,Office Supplies,Ontario,Critical,Regular Air,Small Box,0,3,9,5,19,9,5,19,19,19
44,3421.880000,0.000000,443.520000,73.980000,4.000000,0.770000,Matt Collister,Home Office,Technology,Ontario,Critical,Regular Air,Small Box,92,3,7,6,12,10,0,12,12,12
32,197.930000,0.060000,-57.640000,5.980000,5.460000,0.360000,Duane Huffman,Small Business,Office Supplies,Ontario,Critical,Regular Air,Small Box,1,3,8,6,28,8,0,29,28,29
40,2376.710500,0.010000,721.810000,65.990000,3.990000,0.570000,Kelly Lampkin,Corporate,Technology,Ontario,Low,Regular Air,Small Box,0,1,3,1,20,3,1,20,20,20
1,35.140000,0.020000,-12.750000,29.170000,6.270000,0.370000,Edward Nazzal,Home Office,Office Supplies,Ontario,Medium,Regular Air,Small Box,1,1,1,4,22,1,5,23,22,23
9,14665.550000,0.070000,-767.510000,1637.530000,24.490000,0.810000,Philip Brown,Home Office,Office Supplies,Ontario,High,Regular Air,Medium Box,1,4,10,0,22,10,1,23,22,23
32,4856.100000,0.010000,1096.640000,145.450000,17.850000,0.560000,Dean Braden,Corporate,Technology,Ontario,Not Specified,Delivery Truck,Jumbo Drum,1,1,3,6,22,3,0,23,22,23
28,208.830000,0.000000,-60.150000,7.100000,6.050000,0.390000,Erica Smith,Small Business,Office Supplies,Ontario,Medium,Regular Air,Small Box,1,1,2,0,16,2,1,17,16,17
21,514.530000,0.040000,149.310000,23.990000,6.710000,0.350000,Dave Hallsten,Corporate,Office Supplies,Ontario,Low,Regular Air,Small Box,61,2,4,1,7,6,6,7,7,7
23,156.660000,0.070000,-33.150000,6.680000,5.200000,0.370000,Erica Smith,Small Business,Office Supplies,Ontario,Low,Regular Air,Small Box,5,4,11,4,25,11,2,30,25,30
34,479.840000,0.020000,5.710000,13.430000,5.500000,0.570000,Jim Mitchum,Consumer,Office Supplies,Ontario,Not Specified,Regular Air,Small Box,30,4,11,4,5,12,6,5,5,5
29,2820.699500,0.030000,601.340000,110.990000,8.990000,0.570000,David Philippe,Consumer,Technology,Ontario,Critical,Regular Air,Small Box,31,1,1,1,5,2,4,5,5,5
43,78.080000,0.080000,1.740000,1.810000,0.750000,0.580000,Darren Budd,Consumer,Furniture,Ontario,Critical,Regular Air,Jumbo Drum,31,2,5,4,1,6,0,1,1,1
25,106.040000,0.090000,16.900000,4.550000,1.490000,0.350000,George Ashbrook,Consumer,Office Supplies,Ontario,Medium,Regular Air,Small Box,2,1,3,0,23,3,2,25,23,25
6,101.520000,0.020000,-16.370000,15.420000,5.410000,0.590000,Tamara Chand,Consumer,Office Supplies,Ontario,Medium,Regular Air,Small Box,1,1,3,1,24,3,2,25,24,25
37,294.480000,0.080000,-64.240000,8.460000,3.620000,0.610000,Darren Budd,Consumer,Technology,Ontario,Not Specified,Regular Air,Small Pack,31,1,3,0,1,4,3,1,1,1
16,88.840000,0.020000,-46.920000,4.980000,6.070000,0.360000,Edward Becker,Home Office,Office Supplies,Ontario,Low,Regular Air,Small Box,2,3,7,6,26,7,1,28,26,28
26,61.400000,0.040000,-92.110000,2.080000,5.330000,0.430000,David Philippe,Consumer,Furniture,Ontario,High,Regular Air,Small Box,0,2,4,4,1,4,4,1,1,1
48,362.710000,0.070000,-88.950000,7.680000,6.160000,0.350000,Anemone Ratner,Small Business,Office Supplies,Ontario,High,Regular Air,Small Box,60,1,1,0,2,3,4,2,2,2
14,700.950000,0.000000,233.800000,46.890000,5.100000,0.460000,Janet Martin,Corporate,Office Supplies,Ontario,Medium,Regular Air,Medium Box,1,4,10,2,27,10,3,28,27,28
50,13608.830000,0.100000,1342.930000,300.980000,64.730000,0.560000,Edward Nazzal,Home Office,Furniture,Ontario,Medium,Delivery Truck,Jumbo Drum,1,3,8,0,22,8,1,23,22,23
3,23.930000,0.100000,-6.390000,8.340000,0.960000,0.430000,Alan Hwang,Corporate,Furniture,Ontario,Low,Regular Air,Wrap Bag,123,3,7,1,6,11,5,6,6,6
27,5307.500000,0.090000,1116.670000,200.980000,23.760000,0.580000,Eugene Hildebrand,Home Office,Furniture,Ontario,Critical,Delivery Truck,Jumbo Drum,1,2,5,6,13,5,0,14,13,14
32,254.460000,0.090000,23.500000,8.500000,1.990000,0.490000,Andrew Roberts,Small Business,Technology,Ontario,Medium,Regular Air,Small Pack,1,2,5,5,26,5,6,27,26,27
38,425.910000,0.020000,55.060000,11.190000,5.030000,0.370000,David Smith,Small Business,Office Supplies,Ontario,Low,Regular Air,Small Box,3,1,2,6,26,2,2,29,26,29
21,68.530000,0.090000,-59.970000,3.280000,3.970000,0.560000,Edward Becker,Corporate,Office Supplies,Ontario,Low,Regular Air,Wrap Bag,153,3,7,6,10,12,5,10,10,10
25,1610.260000,0.060000,122.420000,64.980000,6.880000,0.730000,Magdelene Morse,Home Office,Office Supplies,Ontario,Medium,Regular Air,Small Box,0,4,11,6,4,11,6,4,4,4
12,505.200000,0.050000,78.980000,40.980000,5.330000,0.570000,Jim Mitchum,Consumer,Office Supplies,Ontario,Critical,Regular Air,Small Box,61,4,10,4,12,12,2,12,12,12
42,200.100000,0.040000,3.020000,4.710000,0.700000,0.800000,Ed Ludwig,Consumer,Office Supplies,Ontario,Low,Regular Air,Wrap Bag,4,4,12,1,22,12,5,26,22,26
11,1132.600000,0.010000,-310.210000,95.990000,35.000000,0.360000,Michael Dominguez,Home Office,Office Supplies,Ontario,Not Specified,Regular Air,Large Box,-85,2,4,0,30,2,6,5,30,5
6,28.010000,0.090000,3.460000,4.980000,0.490000,0.390000,Thomas Boland,Corporate,Office Supplies,Ontario,Medium,Regular Air,Small Box,0,3,7,4,15,7,4,15,15,15
1,19.320000,0.030000,-20.320000,12.530000,7.170000,0.380000,Olvera Toch,Home Office,Office Supplies,Ontario,Medium,Regular Air,Small Box,-292,4,12,2,2,2,4,13,2,13
13,759.940000,0.090000,-226.450000,60.890000,32.410000,0.560000,Lena Radford,Small Business,Furniture,Ontario,High,Delivery Truck,Jumbo Drum,2,4,12,3,27,12,5,29,27,29
24,163.140000,0.090000,-62.200000,6.780000,6.180000,0.390000,Sean Christensen,Home Office,Office Supplies,Ontario,Not Specified,Regular Air,Small Box,1,3,8,4,19,8,5,20,19,20
39,19342.840000,0.010000,5603.950000,500.980000,126.000000,0.600000,Todd Boyes,Consumer,Furniture,Ontario,Critical,Delivery Truck,Jumbo Drum,30,2,6,3,2,7,5,2,2,2
41,6111.168500,0.060000,1663.080000,175.990000,4.990000,0.590000,Todd Boyes,Small Business,Technology,Ontario,Not Specified,Regular Air,Small Box,1,3,9,3,13,9,4,14,13,14
30,695.470000,0.030000,226.730000,22.980000,1.990000,0.460000,Todd Boyes,Small Business,Technology,Ontario,High,Regular Air,Small Pack,2,4,11,3,18,11,5,20,18,20
4,29.420000,0.060000,14.430000,3.690000,0.500000,0.380000,Michael Dominguez,Home Office,Office Supplies,Ontario,Low,Express Air,Small Box,5,3,7,6,25,7,4,30,25,30
2,9.250000,0.010000,-4.210000,4.130000,0.990000,0.390000,Sean Miller,Small Business,Office Supplies,Ontario,Low,Regular Air,Small Box,-143,3,7,6,29,3,3,8,29,8
50,1262.720000,0.010000,490.280000,24.950000,2.990000,0.390000,Todd Boyes,Small Business,Office Supplies,Ontario,Not Specified,Regular Air,Small Box,1,3,7,1,21,7,2,22,21,22
15,1143.880000,0.040000,-88.700000,73.980000,4.000000,0.790000,Phillip Breyer,Corporate,Technology,Ontario,Not Specified,Regular Air,Small Box,30,3,9,6,12,10,1,12,12,12
3,72.630000,0.070000,-26.940000,22.010000,5.530000,0.590000,Lena Radford,Small Business,Office Supplies,Ontario,High,Express Air,Small Pack,1,1,2,6,20,2,0,21,20,21
22,118.560000,0.060000,-63.380000,4.910000,5.680000,0.360000,Todd Boyes,Small Business,Office Supplies,Ontario,Critical,Express Air,Small Box,0,4,12,6,13,12,6,13,13,13
27,118.180000,0.060000,-133.620000,4.060000,6.890000,0.600000,Michelle Ellison,Small Business,Office Supplies,Ontario,High,Regular Air,Small Box,1,2,4,1,24,4,2,25,24,25
39,290.300000,0.070000,25.160000,7.590000,4.000000,0.420000,Olvera Toch,Home Office,Furniture,Ontario,Low,Regular Air,Wrap Bag,2,1,2,3,23,2,5,25,23,25
2,202.640000,0.040000,-221.620000,90.970000,14.000000,0.360000,Todd Boyes,Small Business,Technology,Ontario,Not Specified,Delivery Truck,Jumbo Drum,1,1,1,6,22,1,0,23,22,23
18,33.960000,0.000000,0.100000,1.760000,0.700000,0.560000,Sean Christensen,Home Office,Office Supplies,Ontario,Critical,Regular Air,Wrap Bag,61,2,4,5,9,6,3,9,9,9
45,5181.080000,0.010000,-1623.600000,114.980000,58.720000,0.760000,Michelle Ellison,Consumer,Furniture,Ontario,Medium,Delivery Truck,Jumbo Box,2,4,11,1,22,11,3,24,22,24
2,383.450000,0.060000,-244.470000,180.980000,26.200000,0.590000,Michelle Ellison,Small Business,Furniture,Ontario,High,Delivery Truck,Jumbo Drum,1,4,12,2,23,12,3,24,23,24
44,1102.280000,0.030000,389.610000,23.990000,6.710000,0.350000,Scot Coram,Corporate,Office Supplies,Ontario,Not Specified,Regular Air,Small Box,0,4,10,6,23,10,6,23,23,23
10,866.660000,0.090000,35.290000,90.970000,14.000000,0.360000,Natalie Fritzler,Home Office,Technology,Ontario,Low,Delivery Truck,Jumbo Drum,59,1,1,5,3,3,1,3,3,3
16,109.700000,0.030000,-106.770000,5.980000,10.390000,0.400000,Nathan Gelder,Home Office,Office Supplies,Ontario,High,Regular Air,Small Box,30,2,6,4,8,7,6,8,8,8
48,1497.317500,0.010000,836.510000,35.990000,0.990000,0.350000,Sean Miller,Small Business,Technology,Ontario,Medium,Regular Air,Small Pack,1,4,11,6,22,11,0,23,22,23
35,1154.140000,0.070000,-36.000000,32.980000,5.500000,0.750000,Olvera Toch,Home Office,Technology,Ontario,Not Specified,Regular Air,Small Box,31,4,10,1,11,11,4,11,11,11
38,6121.198500,0.080000,1312.340000,205.990000,2.500000,0.590000,Michael Dominguez,Home Office,Technology,Ontario,Not Specified,Regular Air,Small Box,1,1,1,1,27,1,2,28,27,28
44,614.340000,0.020000,-171.700000,14.030000,9.370000,0.560000,Michelle Ellison,Small Business,Office Supplies,Ontario,High,Regular Air,Small Box,0,4,11,5,20,11,5,20,20,20
39,278.902000,0.040000,-104.470000,7.990000,5.030000,0.600000,Michael Dominguez,Home Office,Technology,Ontario,High,Express Air,Medium Box,61,3,9,5,1,11,3,1,1,1
19,356.464500,0.010000,-9.110000,20.990000,4.810000,0.580000,Thomas Boland,Corporate,Technology,Ontario,Critical,Regular Air,Medium Box,0,1,3,2,18,3,2,18,18,18
19,71.770000,0.030000,22.710000,3.780000,0.710000,0.390000,Thomas Boland,Corporate,Office Supplies,Ontario,Critical,Regular Air,Wrap Bag,2,2,4,2,13,4,4,15,13,15
31,480.430000,0.060000,50.590000,14.980000,8.990000,0.390000,Patricia Hirasaki,Home Office,Furniture,Ontario,Low,Regular Air,Small Pack,4,3,7,5,21,7,2,25,21,25
31,217.140000,0.000000,-62.970000,6.480000,6.220000,0.370000,Maria Zettner,Corporate,Office Supplies,Ontario,Not Specified,Regular Air,Small Box,2,3,7,6,15,7,1,17,15,17
19,659.130000,0.090000,187.570000,35.940000,6.660000,0.400000,Thomas Boland,Corporate,Office Supplies,Ontario,High,Regular Air,Small Box,61,4,10,5,10,12,3,10,10,10
9,222.200000,0.030000,-40.250000,22.380000,15.100000,0.380000,Matthew Clasen,Consumer,Office Supplies,Ontario,Low,Regular Air,Small Box,2,2,5,1,22,5,3,24,22,24
4,16.820000,0.080000,-5.540000,4.130000,1.170000,0.570000,Nathan Gelder,Home Office,Office Supplies,Ontario,Not Specified,Regular Air,Wrap Bag,2,2,5,5,23,5,0,25,23,25
6,14535.800000,0.050000,-3971.060000,2550.140000,29.700000,0.570000,Maria Zettner,Corporate,Technology,Ontario,Critical,Delivery Truck,Jumbo Drum,1,2,4,3,16,4,4,17,16,17
27,652.240000,0.020000,185.040000,22.720000,8.990000,0.440000,Patrick O'Donnell,Home Office,Furniture,Ontario,Not Specified,Regular Air,Small Pack,0,4,12,5,26,12,5,26,26,26
1,361.940000,0.050000,-163.580000,284.980000,69.550000,0.600000,Sean Miller,Small Business,Furniture,Ontario,Not Specified,Delivery Truck,Jumbo Drum,30,3,9,4,10,10,6,10,10,10
15,611.680000,0.050000,134.750000,39.060000,10.550000,0.370000,Patrick O'Donnell,Home Office,Office Supplies,Ontario,Critical,Regular Air,Small Box,61,3,9,3,2,11,1,2,2,2
13,4393.750000,0.080000,215.310000,442.140000,14.700000,0.560000,Sean Miller,Small Business,Technology,Ontario,Low,Delivery Truck,Jumbo Drum,-259,4,11,5,26,3,5,12,26,12
34,117.910000,0.050000,29.270000,3.380000,1.090000,0.390000,Harry Marie,Consumer,Office Supplies,Ontario,Critical,Regular Air,Wrap Bag,61,2,4,1,5,6,6,5,5,5
15,176.240000,0.020000,9.850000,10.980000,3.370000,0.570000,Sean Christensen,Home Office,Office Supplies,Ontario,Not Specified,Express Air,Small Pack,61,1,3,5,6,5,3,6,6,6
41,291.160000,0.010000,-89.470000,6.480000,6.570000,0.370000,Patrick O'Donnell,Home Office,Office Supplies,Ontario,Medium,Express Air,Small Box,1,3,8,4,28,8,5,29,28,29
37,1138.430000,0.010000,18.590000,30.970000,4.000000,0.740000,Sean Christensen,Home Office,Technology,Ontario,High,Regular Air,Small Box,2,4,10,1,13,10,3,15,13,15
43,2463.600000,0.030000,1040.650000,54.960000,10.750000,0.360000,Lena Radford,Small Business,Office Supplies,Ontario,Not Specified,Regular Air,Small Box,3,4,12,1,22,12,4,25,22,25
16,3549.900000,0.060000,44.800000,216.600000,64.200000,0.590000,Harry Marie,Consumer,Furniture,Ontario,Low,Delivery Truck,Jumbo Drum,2,3,7,3,26,7,5,28,26,28
44,634.120000,0.040000,-21.650000,14.420000,6.750000,0.520000,Michael Dominguez,Home Office,Office Supplies,Ontario,Medium,Regular Air,Medium Box,31,2,5,4,8,6,0,8,8,8
12,1379.980000,0.060000,-151.730000,113.980000,30.000000,0.690000,Patrick O'Donnell,Home Office,Furniture,Ontario,Medium,Delivery Truck,Jumbo Drum,1,1,1,5,29,1,6,30,29,30
41,295.120000,0.000000,-151.930000,6.480000,8.190000,0.370000,Phillip Breyer,Corporate,Office Supplies,Ontario,Not Specified,Regular Air,Small Box,2,3,9,1,21,9,3,23,21,23
16,131.720000,0.090000,-42.610000,8.460000,3.620000,0.610000,Michael Dominguez,Home Office,Technology,Ontario,High,Regular Air,Small Pack,61,1,3,0,8,5,5,8,8,8
10,5056.890000,0.020000,789.050000,500.980000,26.000000,0.600000,Scot Coram,Corporate,Furniture,Ontario,High,Delivery Truck,Jumbo Drum,0,3,7,2,25,7,2,25,25,25
9,196.120000,0.010000,4.410000,20.890000,1.990000,0.480000,Michelle Ellison,Consumer,Technology,Ontario,Low,Express Air,Small Pack,7,1,1,1,26,2,1,2,26,2
43,792.210000,0.050000,42.240000,18.970000,9.540000,0.370000,Michael Dominguez,Home Office,Office Supplies,Ontario,Critical,Regular Air,Small Box,2,1,1,0,16,1,2,18,16,18
34,214.640000,0.080000,-76.880000,6.480000,5.860000,0.360000,Maria Zettner,Corporate,Office Supplies,Ontario,Medium,Regular Air,Small Box,2,2,6,6,19,6,1,21,19,21
17,253.380000,0.000000,-35.780000,13.900000,7.590000,0.560000,Nathan Gelder,Home Office,Office Supplies,Ontario,Medium,Express Air,Small Pack,0,3,9,0,6,9,0,6,6,6
28,431.370000,0.030000,-28.670000,15.220000,9.730000,0.360000,Victoria Wilson,Home Office,Office Supplies,Ontario,High,Regular Air,Small Box,1,4,11,5,26,11,6,27,26,27
18,93.020000,0.070000,20.010000,5.080000,2.030000,0.510000,Michelle Ellison,Consumer,Furniture,Ontario,High,Regular Air,Wrap Bag,61,2,5,1,8,7,6,8,8,8
29,7837.440000,0.100000,1817.760000,279.810000,23.190000,0.590000,Nathan Gelder,Home Office,Office Supplies,Ontario,Low,Delivery Truck,Jumbo Drum,4,1,2,1,15,2,5,19,15,19
31,413.120000,0.100000,-10.220000,14.270000,7.270000,0.380000,Todd Boyes,Small Business,Office Supplies,Ontario,High,Express Air,Small Box,2,2,5,3,26,5,5,28,26,28
2,141.590000,0.050000,-91.090000,70.970000,3.500000,0.590000,Shahid Collister,Home Office,Office Supplies,Ontario,Low,Regular Air,Small Box,94,3,8,1,11,11,4,13,11,13
49,162.160000,0.050000,24.950000,3.290000,1.350000,0.400000,Victoria Wilson,Home Office,Office Supplies,Ontario,Low,Regular Air,Wrap Bag,2,3,9,3,13,9,5,15,13,15
14,367.110000,0.090000,116.800000,28.530000,1.490000,0.380000,Victoria Wilson,Home Office,Office Supplies,Ontario,High,Regular Air,Small Box,2,4,10,2,28,10,4,30,28,30
10,126.790000,0.040000,-16.380000,11.970000,4.980000,0.580000,Thomas Boland,Corporate,Office Supplies,Ontario,Medium,Regular Air,Small Box,0,3,8,0,6,8,0,6,6,6
23,1196.860000,0.060000,-12.510000,50.980000,6.500000,0.730000,Michael Dominguez,Home Office,Technology,Ontario,Not Specified,Regular Air,Small Box,28,1,2,4,12,3,4,12,12,12
49,1355.470000,0.040000,590.040000,28.530000,1.490000,0.380000,Phillip Breyer,Corporate,Office Supplies,Ontario,Medium,Regular Air,Small Box,0,4,10,2,17,10,2,17,17,17
12,1465.290000,0.020000,373.500000,120.970000,7.110000,0.360000,Patrick O'Donnell,Home Office,Technology,Ontario,Not Specified,Regular Air,Medium Box,3,3,9,4,21,9,0,24,21,24
32,115.810000,0.070000,47.560000,3.690000,0.500000,0.380000,Todd Boyes,Small Business,Office Supplies,Ontario,High,Regular Air,Small Box,-147,4,12,2,7,7,2,13,7,13
39,4647.690000,0.020000,182.530000,113.980000,30.000000,0.690000,Thomas Boland,Corporate,Furniture,Ontario,Medium,Delivery Truck,Jumbo Drum,2,2,5,6,22,5,1,24,22,24
21,2731.730000,0.070000,310.590000,155.990000,8.990000,0.580000,Victoria Wilson,Home Office,Technology,Ontario,Low,Express Air,Small Box,34,4,10,1,11,11,0,14,11,14
28,739.940000,0.010000,370.230000,26.170000,1.390000,0.380000,Katrina Bavinger,Consumer,Office Supplies,Ontario,High,Regular Air,Small Box,1,3,9,4,18,9,5,19,18,19
46,14740.510000,0.000000,3407.730000,300.980000,164.730000,0.560000,Katrina Bavinger,Home Office,Furniture,Ontario,Critical,Delivery Truck,Jumbo Drum,1,1,2,1,24,2,2,25,24,25
11,100.360000,0.020000,18.410000,9.110000,2.150000,0.400000,Victoria Wilson,Home Office,Office Supplies,Ontario,Not Specified,Regular Air,Wrap Bag,2,1,3,4,20,3,6,22,20,22
22,809.910000,0.070000,321.670000,37.700000,2.990000,0.350000,Natalie Fritzler,Home Office,Office Supplies,Ontario,High,Regular Air,Small Box,3,2,5,3,17,5,6,20,17,20
31,8955.340000,0.100000,2081.480000,320.980000,24.490000,0.550000,Michelle Ellison,Consumer,Furniture,Ontario,Critical,Regular Air,Large Box,2,1,2,2,17,2,4,19,17,19
42,577.420000,0.000000,253.500000,12.970000,1.490000,0.350000,Olvera Toch,Home Office,Office Supplies,Ontario,Critical,Regular Air,Small Box,28,1,2,6,8,3,6,8,8,8
25,82.210000,0.040000,15.250000,3.380000,1.090000,0.390000,Sean Christensen,Home Office,Office Supplies,Ontario,Medium,Regular Air,Wrap Bag,2,1,3,1,17,3,3,19,17,19
47,117.880000,0.100000,-71.000000,2.600000,2.400000,0.580000,Olvera Toch,Home Office,Office Supplies,Ontario,Low,Regular Air,Wrap Bag,-230,3,9,1,1,1,2,14,1,14
34,3130.201500,0.070000,692.780000,115.990000,2.500000,0.570000,Maria Zettner,Corporate,Technology,Ontario,High,Express Air,Small Box,0,1,2,3,9,2,3,9,9,9
31,449.470000,0.050000,-190.490000,14.810000,13.320000,0.430000,Michelle Ellison,Small Business,Office Supplies,Ontario,Not Specified,Regular Air,Small Box,61,3,9,4,4,11,2,4,4,4
39,2413.530000,0.060000,544.040000,60.650000,12.230000,0.640000,Michelle Ellison,Consumer,Furniture,Ontario,Low,Regular Air,Medium Box,61,2,6,3,4,8,1,4,4,4
41,204.990000,0.030000,-95.990000,4.980000,4.950000,0.370000,Victoria Wilson,Home Office,Office Supplies,Ontario,Medium,Regular Air,Small Box,61,3,9,5,12,11,3,12,12,12
23,265.310000,0.090000,-33.190000,11.500000,7.190000,0.400000,Thomas Boland,Corporate,Office Supplies,Ontario,Not Specified,Express Air,Small Box,31,1,1,6,4,2,2,4,4,4
44,786.260000,0.010000,274.980000,17.480000,1.990000,0.460000,Patricia Hirasaki,Home Office,Technology,Ontario,Critical,Regular Air,Small Pack,31,2,5,5,8,6,1,8,8,8
44,18697.240000,0.020000,8918.740000,420.980000,19.990000,0.350000,Olvera Toch,Home Office,Office Supplies,Ontario,Low,Regular Air,Small Box,-230,3,9,1,28,2,2,10,28,10
25,14647.260000,0.070000,5485.150000,599.990000,24.490000,0.370000,Victoria Wilson,Home Office,Technology,Ontario,Low,Regular Air,Large Box,9,2,6,3,17,6,5,26,17,26
50,442.310000,0.020000,231.680000,8.340000,0.960000,0.430000,Michelle Ellison,Small Business,Furniture,Ontario,Not Specified,Regular Air,Wrap Bag,31,4,10,1,5,11,4,5,5,5
4,114.830000,0.040000,-52.620000,28.480000,1.990000,0.400000,Sean Miller,Small Business,Technology,Ontario,Critical,Regular Air,Small Pack,30,3,9,2,12,10,4,12,12,12
49,1534.700000,0.070000,258.250000,31.110000,3.600000,0.640000,Patrick O'Donnell,Home Office,Technology,Ontario,Medium,Regular Air,Small Pack,30,3,9,1,4,10,3,4,4,4
7,2813.340000,0.100000,-688.440000,442.140000,14.700000,0.560000,Sean Christensen,Home Office,Technology,Ontario,Critical,Delivery Truck,Jumbo Drum,1,4,11,4,20,11,5,21,20,21
50,387.030000,0.040000,-7.730000,7.960000,4.950000,0.410000,Victoria Wilson,Home Office,Furniture,Ontario,Medium,Regular Air,Small Box,0,3,7,6,26,7,6,26,26,26
17,585.470000,0.100000,178.140000,37.940000,5.080000,0.380000,Scot Coram,Corporate,Office Supplies,Ontario,Medium,Express Air,Wrap Bag,59,1,2,2,4,4,5,4,4,4
11,123.340000,0.070000,0.640000,11.340000,5.010000,0.360000,Olvera Toch,Home Office,Office Supplies,Ontario,High,Regular Air,Small Box,0,1,1,3,6,1,3,6,6,6
25,93.220000,0.060000,-15.370000,3.740000,0.940000,0.830000,Michelle Ellison,Home Office,Office Supplies,Ontario,Low,Regular Air,Wrap Bag,212,1,2,3,12,9,5,12,12,12
36,243.180000,0.080000,-314.220000,6.980000,9.690000,0.830000,Michael Nguyen,Small Business,Office Supplies,Ontario,Low,Regular Air,Small Box,7,1,3,1,15,3,1,22,15,22
27,3853.470000,0.100000,21.500000,152.480000,6.500000,0.740000,Patrick O'Donnell,Home Office,Technology,Ontario,Medium,Regular Air,Small Box,1,4,12,1,20,12,2,21,20,21
50,4962.050000,0.080000,335.290000,119.990000,56.140000,0.390000,Scot Coram,Corporate,Technology,Ontario,High,Delivery Truck,Jumbo Box,0,2,5,1,1,5,1,1,1,1
13,26.080000,0.100000,-27.290000,1.860000,2.580000,0.820000,Todd Boyes,Small Business,Office Supplies,Ontario,Not Specified,Regular Air,Wrap Bag,31,4,10,6,10,11,2,10,10,10
8,669.690000,0.030000,-297.020000,80.980000,35.000000,0.810000,Scot Coram,Corporate,Office Supplies,Ontario,Medium,Regular Air,Large Box,30,3,9,1,4,10,3,4,4,4
45,405.600000,0.070000,-8.590000,8.850000,5.600000,0.360000,Sean Miller,Small Business,Office Supplies,Ontario,Not Specified,Regular Air,Small Box,1,3,7,6,22,7,0,23,22,23
39,706.392500,0.060000,346.140000,20.990000,0.990000,0.370000,Scot Coram,Corporate,Technology,Ontario,Low,Regular Air,Wrap Bag,5,3,9,2,23,9,0,28,23,28
24,154.990000,0.070000,-1085.520000,4.480000,49.000000,0.600000,Lena Radford,Small Business,Office Supplies,Ontario,Medium,Regular Air,Large Box,2,1,1,2,20,1,4,22,20,22
32,115.780000,0.070000,-167.420000,3.520000,6.830000,0.380000,Shahid Collister,Home Office,Office Supplies,Ontario,High,Regular Air,Small Box,2,1,3,4,16,3,6,18,16,18
2,250.700000,0.030000,-180.610000,100.980000,45.000000,0.690000,Michelle Ellison,Consumer,Furniture,Ontario,Critical,Delivery Truck,Jumbo Drum,61,4,10,6,9,12,4,9,9,9
10,315.420000,0.100000,-41.260000,30.980000,17.080000,0.400000,Maria Zettner,Corporate,Office Supplies,Ontario,Not Specified,Regular Air,Small Box,0,2,4,6,18,4,6,18,18,18
38,144.030000,0.030000,-139.520000,3.580000,5.470000,0.370000,Patrick O'Donnell,Home Office,Office Supplies,Ontario,Medium,Regular Air,Small Box,30,2,6,1,12,7,3,12,12,12
23,294.680000,0.010000,-23.350000,11.700000,6.960000,0.500000,Michael Dominguez,Home Office,Office Supplies,Ontario,Medium,Regular Air,Medium Box,2,1,1,5,24,1,0,26,24,26
43,2378.820000,0.020000,597.160000,52.400000,16.110000,0.390000,Nathan Gelder,Home Office,Office Supplies,Ontario,Not Specified,Regular Air,Small Box,0,3,7,5,3,7,5,3,3,3
24,307.490000,0.010000,61.510000,12.200000,6.020000,0.430000,Patricia Hirasaki,Home Office,Furniture,Ontario,Low,Regular Air,Small Pack,35,1,2,5,27,4,5,3,27,3
5,89.335000,0.060000,-107.100000,20.990000,2.500000,0.810000,Corey Catlett,Home Office,Technology,Atlantic,Low,Regular Air,Wrap Bag,4,3,8,0,16,8,4,20,16,20
39,5748.200000,0.090000,-459.860000,160.980000,35.020000,0.720000,Ed Jacobs,Small Business,Furniture,Atlantic,High,Delivery Truck,Jumbo Box,1,4,12,6,20,12,0,21,20,21
2,21.440000,0.020000,-13.670000,6.480000,8.740000,0.360000,Noel Staavos,Home Office,Office Supplies,Atlantic,Medium,Regular Air,Small Box,61,2,5,1,12,7,6,12,12,12
22,1559.775500,0.030000,-247.180000,85.990000,0.990000,0.850000,Keith Herrera,Small Business,Technology,Atlantic,Not Specified,Regular Air,Wrap Bag,1,2,6,6,27,6,0,28,27,28
7,1203.730000,0.030000,293.140000,162.930000,19.990000,0.390000,Carlos Meador,Corporate,Office Supplies,Atlantic,Medium,Regular Air,Small Box,1,2,5,2,13,5,3,14,13,14
